base_bin,base_label_spmat,bytes_per_vector,case_id,cluster_count,cluster_inertia_per_point,cluster_max_fraction,cluster_size_entropy,cluster_size_gini,dataset_id,dim,feature_only_input,forbidden_inputs,hw_4kb_random_read_avg_us,hw_4kb_random_read_p95_us,hw_cpu_distance_mops,hw_label_lookup_mops,hw_pq_decode_mops,hw_sequential_read_mb_s,hw_thread_count,index_adjacency_bytes_per_node,index_alpha,index_build_L,index_build_R,index_cross_page_node_ratio,index_disk_bytes_per_vector,index_expected_4kb_reads_per_hop,index_node_record_size,index_nodes_per_page,index_packing_utilization,index_page_size,index_pq_bytes,label_cardinality,label_empty_ratio,label_entropy,label_family,label_gini,label_id,label_nonempty_count,label_selectivity_max,label_selectivity_mean,label_selectivity_median,label_selectivity_min,label_selectivity_p90,label_selectivity_p95,label_selectivity_p99,label_sidecar_bytes_per_vector,label_singleton_ratio,label_tail_mass,label_top10_mass,label_top1_mass,label_top5_mass,lid_mean,lid_std,metadata_idmap_bytes_per_vector,nn_d2_d1_ratio_mean,nn_d2_d1_ratio_std,norm_max,norm_mean,norm_min,norm_std,npoints,pairwise_l2_cv,pairwise_l2_mean,pairwise_l2_p10,pairwise_l2_p50,pairwise_l2_p90,pairwise_l2_std,query_bin,query_count,query_label_spmat,selector_type,target_centroid_norm,target_centroid_norm_ratio,target_contiguous_run_mean,target_cov_trace,target_id_gap_mean,target_id_gap_std,target_id_span_fraction,target_label_count,target_label_percentile,target_label_rank_by_frequency,target_norm_global_delta,target_norm_mean,target_norm_std,target_page_spread_fraction,target_selectivity,vector_dtype,vector_sample_size
/mnt/nvme1n1/PipeANN-github/data/fashion_mnist784/base.bin,/mnt/nvme1n1/PipeANN-github/experiments/feature_only_threshold_smoke_20260603T/labels/fashion_mnist784/random_uniform.base.spmat,3136,fashion_mnist784__random_uniform__eq000,5,2704572.0,0.265625,2.245248386961008,0.14531249999999996,fashion_mnist784,784,True,"no query latency, no calibration sweep, no sparse probe, no oracle threshold",0.0,0.0,0.0,0.0,0.0,0.0,32,256,0.0,96,64,0.0,4096.068266666667,1,3408,1,0.83203125,4096,16,3,0.0,0.5096870381848257,random_uniform,0.5945945945945947,0,3,0.1,0.037,0.01,0.001,0.082,0.091,0.09820000000000001,0.7757333333333334,0.0,0.889,0.111,0.1,0.111,8.936091124068302,6.781772838848933,4.0,1.0846141136801717,0.07923334151231366,5168.98583984375,3146.90283203125,956.5119018554688,916.1722412109375,60000,0.24523566663265228,2900.07275390625,1956.9024658203125,2990.4150390625,3971.179443359375,711.2012939453125,/mnt/nvme1n1/PipeANN-github/data/fashion_mnist784/query.bin,10000,/mnt/nvme1n1/PipeANN-github/experiments/feature_only_threshold_smoke_20260603T/labels/fashion_mnist784/random_uniform/query_eq_label_000.spmat,equality,2499.306884765625,0.794211648140525,1.0,4267701.0,981.0677966101695,973.439435397329,0.9647333333333333,60,0.3333333333333333,3,-60.276611328125,3086.626220703125,993.4645385742188,0.001,0.001,float32,256
/mnt/nvme1n1/PipeANN-github/data/fashion_mnist784/base.bin,/mnt/nvme1n1/PipeANN-github/experiments/feature_only_threshold_smoke_20260603T/labels/fashion_mnist784/random_uniform.base.spmat,3136,fashion_mnist784__random_uniform__eq001,5,2704572.0,0.265625,2.245248386961008,0.14531249999999996,fashion_mnist784,784,True,"no query latency, no calibration sweep, no sparse probe, no oracle threshold",0.0,0.0,0.0,0.0,0.0,0.0,32,256,0.0,96,64,0.0,4096.068266666667,1,3408,1,0.83203125,4096,16,3,0.0,0.5096870381848257,random_uniform,0.5945945945945947,1,3,0.1,0.037,0.01,0.001,0.082,0.091,0.09820000000000001,0.7757333333333334,0.0,0.889,0.111,0.1,0.111,8.936091124068302,6.781772838848933,4.0,1.0846141136801717,0.07923334151231366,5168.98583984375,3146.90283203125,956.5119018554688,916.1722412109375,60000,0.24523566663265228,2900.07275390625,1956.9024658203125,2990.4150390625,3971.179443359375,711.2012939453125,/mnt/nvme1n1/PipeANN-github/data/fashion_mnist784/query.bin,10000,/mnt/nvme1n1/PipeANN-github/experiments/feature_only_threshold_smoke_20260603T/labels/fashion_mnist784/random_uniform/query_eq_label_001.spmat,equality,2458.981689453125,0.7813973995078557,1.0118043844856661,4318594.0,100.02504173622704,102.22968855797728,0.9986,600,0.6666666666666666,2,-64.807861328125,3082.094970703125,930.524169921875,0.01,0.01,float32,256
/mnt/nvme1n1/PipeANN-github/data/fashion_mnist784/base.bin,/mnt/nvme1n1/PipeANN-github/experiments/feature_only_threshold_smoke_20260603T/labels/fashion_mnist784/random_uniform.base.spmat,3136,fashion_mnist784__random_uniform__eq002,5,2704572.0,0.265625,2.245248386961008,0.14531249999999996,fashion_mnist784,784,True,"no query latency, no calibration sweep, no sparse probe, no oracle threshold",0.0,0.0,0.0,0.0,0.0,0.0,32,256,0.0,96,64,0.0,4096.068266666667,1,3408,1,0.83203125,4096,16,3,0.0,0.5096870381848257,random_uniform,0.5945945945945947,2,3,0.1,0.037,0.01,0.001,0.082,0.091,0.09820000000000001,0.7757333333333334,0.0,0.889,0.111,0.1,0.111,8.936091124068302,6.781772838848933,4.0,1.0846141136801717,0.07923334151231366,5168.98583984375,3146.90283203125,956.5119018554688,916.1722412109375,60000,0.24523566663265228,2900.07275390625,1956.9024658203125,2990.4150390625,3971.179443359375,711.2012939453125,/mnt/nvme1n1/PipeANN-github/data/fashion_mnist784/query.bin,10000,/mnt/nvme1n1/PipeANN-github/experiments/feature_only_threshold_smoke_20260603T/labels/fashion_mnist784/random_uniform/query_eq_label_002.spmat,equality,2301.3359375,0.7313018737266009,1.1074197120708749,4435662.0,10.000833472245374,9.545488569516925,0.9999333333333333,6000,1.0,1,-193.595458984375,2953.307373046875,1004.8803100585938,0.1,0.1,float32,256
/mnt/nvme1n1/PipeANN-github/data/fashion_mnist784/base.bin,/mnt/nvme1n1/PipeANN-github/experiments/feature_only_threshold_smoke_20260603T/labels/fashion_mnist784/contiguous_front.base.spmat,3136,fashion_mnist784__contiguous_front__eq000,5,2704572.0,0.265625,2.245248386961008,0.14531249999999996,fashion_mnist784,784,True,"no query latency, no calibration sweep, no sparse probe, no oracle threshold",0.0,0.0,0.0,0.0,0.0,0.0,32,256,0.0,96,64,0.0,4096.068266666667,1,3408,1,0.83203125,4096,16,3,0.0,0.5096870381848257,contiguous_front,0.5945945945945947,0,3,0.1,0.037,0.01,0.001,0.082,0.091,0.09820000000000001,0.7757333333333334,0.0,0.889,0.111,0.1,0.111,8.936091124068302,6.781772838848933,4.0,1.0846141136801717,0.07923334151231366,5168.98583984375,3146.90283203125,956.5119018554688,916.1722412109375,60000,0.24523566663265228,2900.07275390625,1956.9024658203125,2990.4150390625,3971.179443359375,711.2012939453125,/mnt/nvme1n1/PipeANN-github/data/fashion_mnist784/query.bin,10000,/mnt/nvme1n1/PipeANN-github/experiments/feature_only_threshold_smoke_20260603T/labels/fashion_mnist784/contiguous_front/query_eq_label_000.spmat,equality,2584.2880859375,0.8212163590286022,60.0,4365050.0,1.0,0.0,0.001,60,0.3333333333333333,3,25.058837890625,3171.961669921875,991.087158203125,0.001,0.001,float32,256
/mnt/nvme1n1/PipeANN-github/data/fashion_mnist784/base.bin,/mnt/nvme1n1/PipeANN-github/experiments/feature_only_threshold_smoke_20260603T/labels/fashion_mnist784/contiguous_front.base.spmat,3136,fashion_mnist784__contiguous_front__eq001,5,2704572.0,0.265625,2.245248386961008,0.14531249999999996,fashion_mnist784,784,True,"no query latency, no calibration sweep, no sparse probe, no oracle threshold",0.0,0.0,0.0,0.0,0.0,0.0,32,256,0.0,96,64,0.0,4096.068266666667,1,3408,1,0.83203125,4096,16,3,0.0,0.5096870381848257,contiguous_front,0.5945945945945947,1,3,0.1,0.037,0.01,0.001,0.082,0.091,0.09820000000000001,0.7757333333333334,0.0,0.889,0.111,0.1,0.111,8.936091124068302,6.781772838848933,4.0,1.0846141136801717,0.07923334151231366,5168.98583984375,3146.90283203125,956.5119018554688,916.1722412109375,60000,0.24523566663265228,2900.07275390625,1956.9024658203125,2990.4150390625,3971.179443359375,711.2012939453125,/mnt/nvme1n1/PipeANN-github/data/fashion_mnist784/query.bin,10000,/mnt/nvme1n1/PipeANN-github/experiments/feature_only_threshold_smoke_20260603T/labels/fashion_mnist784/contiguous_front/query_eq_label_001.spmat,equality,2470.740478515625,0.7851340223685336,600.0,4318340.0,1.0,0.0,0.01,600,0.6666666666666666,2,-51.45068359375,3095.4521484375,917.101806640625,0.01,0.01,float32,256
/mnt/nvme1n1/PipeANN-github/data/fashion_mnist784/base.bin,/mnt/nvme1n1/PipeANN-github/experiments/feature_only_threshold_smoke_20260603T/labels/fashion_mnist784/contiguous_front.base.spmat,3136,fashion_mnist784__contiguous_front__eq002,5,2704572.0,0.265625,2.245248386961008,0.14531249999999996,fashion_mnist784,784,True,"no query latency, no calibration sweep, no sparse probe, no oracle threshold",0.0,0.0,0.0,0.0,0.0,0.0,32,256,0.0,96,64,0.0,4096.068266666667,1,3408,1,0.83203125,4096,16,3,0.0,0.5096870381848257,contiguous_front,0.5945945945945947,2,3,0.1,0.037,0.01,0.001,0.082,0.091,0.09820000000000001,0.7757333333333334,0.0,0.889,0.111,0.1,0.111,8.936091124068302,6.781772838848933,4.0,1.0846141136801717,0.07923334151231366,5168.98583984375,3146.90283203125,956.5119018554688,916.1722412109375,60000,0.24523566663265228,2900.07275390625,1956.9024658203125,2990.4150390625,3971.179443359375,711.2012939453125,/mnt/nvme1n1/PipeANN-github/data/fashion_mnist784/query.bin,10000,/mnt/nvme1n1/PipeANN-github/experiments/feature_only_threshold_smoke_20260603T/labels/fashion_mnist784/contiguous_front/query_eq_label_002.spmat,equality,2412.191650390625,0.766528799630465,6000.0,4233005.5,1.0,0.0,0.1,6000,1.0,1,-106.046142578125,3040.856689453125,897.1426391601562,0.1,0.1,float32,256
/mnt/nvme1n1/PipeANN-github/data/glove100/base.bin,/mnt/nvme1n1/PipeANN-github/experiments/feature_only_threshold_smoke_20260603T/labels/glove100/random_uniform.base.spmat,400,glove100__random_uniform__eq000,5,0.8214302062988281,0.265625,2.268088549725067,0.14531249999999996,glove100,100,True,"no query latency, no calibration sweep, no sparse probe, no oracle threshold",0.0,0.0,0.0,0.0,0.0,0.0,32,256,0.0,96,64,0.0,682.6724348000953,1,672,6,0.984375,4096,16,3,0.0,0.5097082233180964,random_uniform,0.5945903427976962,0,3,0.09999966202343191,0.03699998479105444,0.00999988170820117,0.0010004106415302228,0.08199970596038576,0.09099968399190883,0.0981996664171273,0.7693495809935497,0.0,0.8890000456268367,0.1109999543731633,0.09999966202343191,0.1109999543731633,24.442346191500334,17.84382825899787,4.0,1.031783630658428,0.03455214150573506,1.0000001192092896,1.0,0.9999998807907104,5.066942776466021e-08,1183514,0.11201593279838562,1.3045728206634521,1.2078343629837036,1.3099265098571777,1.4398514032363892,0.1461329460144043,/mnt/nvme1n1/PipeANN-github/data/glove100/query.bin,10000,/mnt/nvme1n1/PipeANN-github/experiments/feature_only_threshold_smoke_20260603T/labels/glove100/random_uniform/query_eq_label_000.spmat,equality,0.32867783308029175,0.32867783308029175,1.0016920473773265,0.8919709324836731,999.9408284023668,975.8114328817212,0.9995073991520168,1184,0.3333333333333333,3,0.0,1.0,4.799700903390658e-08,0.0059821650367801755,0.0010004106415302228,float32,256
/mnt/nvme1n1/PipeANN-github/data/glove100/base.bin,/mnt/nvme1n1/PipeANN-github/experiments/feature_only_threshold_smoke_20260603T/labels/glove100/random_uniform.base.spmat,400,glove100__random_uniform__eq001,5,0.8214302062988281,0.265625,2.268088549725067,0.14531249999999996,glove100,100,True,"no query latency, no calibration sweep, no sparse probe, no oracle threshold",0.0,0.0,0.0,0.0,0.0,0.0,32,256,0.0,96,64,0.0,682.6724348000953,1,672,6,0.984375,4096,16,3,0.0,0.5097082233180964,random_uniform,0.5945903427976962,1,3,0.09999966202343191,0.03699998479105444,0.00999988170820117,0.0010004106415302228,0.08199970596038576,0.09099968399190883,0.0981996664171273,0.7693495809935497,0.0,0.8890000456268367,0.1109999543731633,0.09999966202343191,0.1109999543731633,24.442346191500334,17.84382825899787,4.0,1.031783630658428,0.03455214150573506,1.0000001192092896,1.0,0.9999998807907104,5.066942776466021e-08,1183514,0.11201593279838562,1.3045728206634521,1.2078343629837036,1.3099265098571777,1.4398514032363892,0.1461329460144043,/mnt/nvme1n1/PipeANN-github/data/glove100/query.bin,10000,/mnt/nvme1n1/PipeANN-github/experiments/feature_only_threshold_smoke_20260603T/labels/glove100/random_uniform/query_eq_label_001.spmat,equality,0.35147568583488464,0.35147568583488464,1.009467758444217,0.87646484375,99.9894372148048,100.84725735240448,0.9997989039419897,11835,0.6666666666666666,2,0.0,1.0,5.134958414032553e-08,0.05851368546992948,0.00999988170820117,float32,256
/mnt/nvme1n1/PipeANN-github/data/glove100/base.bin,/mnt/nvme1n1/PipeANN-github/experiments/feature_only_threshold_smoke_20260603T/labels/glove100/random_uniform.base.spmat,400,glove100__random_uniform__eq002,5,0.8214302062988281,0.265625,2.268088549725067,0.14531249999999996,glove100,100,True,"no query latency, no calibration sweep, no sparse probe, no oracle threshold",0.0,0.0,0.0,0.0,0.0,0.0,32,256,0.0,96,64,0.0,682.6724348000953,1,672,6,0.984375,4096,16,3,0.0,0.5097082233180964,random_uniform,0.5945903427976962,2,3,0.09999966202343191,0.03699998479105444,0.00999988170820117,0.0010004106415302228,0.08199970596038576,0.09099968399190883,0.0981996664171273,0.7693495809935497,0.0,0.8890000456268367,0.1109999543731633,0.09999966202343191,0.1109999543731633,24.442346191500334,17.84382825899787,4.0,1.031783630658428,0.03455214150573506,1.0000001192092896,1.0,0.9999998807907104,5.066942776466021e-08,1183514,0.11201593279838562,1.3045728206634521,1.2078343629837036,1.3099265098571777,1.4398514032363892,0.1461329460144043,/mnt/nvme1n1/PipeANN-github/data/glove100/query.bin,10000,/mnt/nvme1n1/PipeANN-github/experiments/feature_only_threshold_smoke_20260603T/labels/glove100/random_uniform/query_eq_label_002.spmat,equality,0.343881756067276,0.343881756067276,1.1132107416639232,0.8817453384399414,10.000059146599071,9.52488081046794,0.9999949303514787,118351,1.0,1,0.0,1.0,4.8856723111612155e-08,0.46794725555504857,0.09999966202343191,float32,256
/mnt/nvme1n1/PipeANN-github/data/glove100/base.bin,/mnt/nvme1n1/PipeANN-github/experiments/feature_only_threshold_smoke_20260603T/labels/glove100/contiguous_front.base.spmat,400,glove100__contiguous_front__eq000,5,0.8214302062988281,0.265625,2.268088549725067,0.14531249999999996,glove100,100,True,"no query latency, no calibration sweep, no sparse probe, no oracle threshold",0.0,0.0,0.0,0.0,0.0,0.0,32,256,0.0,96,64,0.0,682.6724348000953,1,672,6,0.984375,4096,16,3,0.0,0.5097082233180964,contiguous_front,0.5945903427976962,0,3,0.09999966202343191,0.03699998479105444,0.00999988170820117,0.0010004106415302228,0.08199970596038576,0.09099968399190883,0.0981996664171273,0.7693495809935497,0.0,0.8890000456268367,0.1109999543731633,0.09999966202343191,0.1109999543731633,24.442346191500334,17.84382825899787,4.0,1.031783630658428,0.03455214150573506,1.0000001192092896,1.0,0.9999998807907104,5.066942776466021e-08,1183514,0.11201593279838562,1.3045728206634521,1.2078343629837036,1.3099265098571777,1.4398514032363892,0.1461329460144043,/mnt/nvme1n1/PipeANN-github/data/glove100/query.bin,10000,/mnt/nvme1n1/PipeANN-github/experiments/feature_only_threshold_smoke_20260603T/labels/glove100/contiguous_front/query_eq_label_000.spmat,equality,0.3827247619628906,0.3827247619628906,1184.0,0.8535217642784119,1.0,0.0,0.0010004106415302228,1184,0.3333333333333333,3,0.0,1.0,4.71216097253091e-08,0.001003787014646165,0.0010004106415302228,float32,256
